id,dato,llave,valor,tabla
1,,estado,Abierta,oporcli
2,,estado,Cerrada,oporcli
3,,estado,Pospuesta,oporcli
4,,estado,Perdida,oporcli
5,,tipo,DESCUENTO,cuentas
6,,tipo,GASTO,cuentas
7,,tipo,HONORARIO,cuentas
8,,tipo,SUPLIDO,cuentas
22254,46,4464,1|12|83,SystemDefaultColumnasConfig
22255,46,4465,0|41|120,SystemDefaultColumnasConfig
22256,46,4466,0|37|100,SystemDefaultColumnasConfig
22257,46,4467,0|46|100,SystemDefaultColumnasConfig
22258,46,4468,0|59|100,SystemDefaultColumnasConfig
22259,46,4469,0|65|100,SystemDefaultColumnasConfig
22260,46,4470,0|25|120,SystemDefaultColumnasConfig
22261,46,4471,0|24|150,SystemDefaultColumnasConfig
22262,46,4472,0|23|110,SystemDefaultColumnasConfig
22263,46,4473,0|15|100,SystemDefaultColumnasConfig
22264,46,4474,0|49|120,SystemDefaultColumnasConfig
22265,46,4475,1|9|70,SystemDefaultColumnasConfig
22266,46,4476,0|30|100,SystemDefaultColumnasConfig
22267,46,4815,0|50|150,SystemDefaultColumnasConfig
22268,46,4477,0|17|100,SystemDefaultColumnasConfig
22269,46,4478,0|55|100,SystemDefaultColumnasConfig
22270,46,4479,0|66|100,SystemDefaultColumnasConfig
22271,46,4480,0|51|100,SystemDefaultColumnasConfig
22272,46,4481,0|54|100,SystemDefaultColumnasConfig
22273,46,4482,0|43|100,SystemDefaultColumnasConfig
22274,46,4483,0|19|100,SystemDefaultColumnasConfig
22275,46,4484,0|44|100,SystemDefaultColumnasConfig
22276,46,4485,0|43|100,SystemDefaultColumnasConfig
22277,46,4486,0|26|100,SystemDefaultColumnasConfig
22278,46,4487,0|42|100,SystemDefaultColumnasConfig
22279,46,4488,0|70|100,SystemDefaultColumnasConfig
22280,46,4489,0|76|100,SystemDefaultColumnasConfig
22281,46,4490,0|31|100,SystemDefaultColumnasConfig
22282,46,4491,0|20|100,SystemDefaultColumnasConfig
22283,46,4492,0|64|100,SystemDefaultColumnasConfig
22284,46,4493,0|93|100,SystemDefaultColumnasConfig
22285,46,4494,0|83|100,SystemDefaultColumnasConfig
22286,46,4495,0|22|100,SystemDefaultColumnasConfig
22287,46,4496,0|23|100,SystemDefaultColumnasConfig
22288,46,4497,0|82|100,SystemDefaultColumnasConfig
22289,46,4498,0|81|100,SystemDefaultColumnasConfig
22290,46,4499,0|58|100,SystemDefaultColumnasConfig
22291,46,4500,0|57|100,SystemDefaultColumnasConfig
22292,46,4501,0|56|100,SystemDefaultColumnasConfig
22293,46,4502,0|62|100,SystemDefaultColumnasConfig
22294,46,4503,0|18|100,SystemDefaultColumnasConfig
22295,46,4504,0|19|100,SystemDefaultColumnasConfig
22296,46,4505,0|24|100,SystemDefaultColumnasConfig
22297,46,4506,0|19|100,SystemDefaultColumnasConfig
22298,46,4507,0|21|100,SystemDefaultColumnasConfig
22299,46,4508,0|22|100,SystemDefaultColumnasConfig
22300,46,4509,0|23|100,SystemDefaultColumnasConfig
22301,46,4510,0|15|100,SystemDefaultColumnasConfig
22302,46,4511,0|17|100,SystemDefaultColumnasConfig
22303,46,4512,0|24|100,SystemDefaultColumnasConfig
22304,46,4513,0|25|100,SystemDefaultColumnasConfig
22305,46,4514,0|26|100,SystemDefaultColumnasConfig
22306,46,4515,0|20|100,SystemDefaultColumnasConfig
22307,46,4516,0|0|100,SystemDefaultColumnasConfig
22308,46,4517,0|0|100,SystemDefaultColumnasConfig
22309,46,4518,0|0|100,SystemDefaultColumnasConfig
22310,46,4519,0|0|100,SystemDefaultColumnasConfig
22311,46,4520,0|0|100,SystemDefaultColumnasConfig
22312,46,4521,0|0|100,SystemDefaultColumnasConfig
22313,46,4522,0|0|100,SystemDefaultColumnasConfig
22314,46,4523,0|0|100,SystemDefaultColumnasConfig
22315,46,4524,0|0|100,SystemDefaultColumnasConfig
22316,46,4525,0|0|100,SystemDefaultColumnasConfig
22317,46,4526,0|27|100,SystemDefaultColumnasConfig
22318,46,4527,0|28|100,SystemDefaultColumnasConfig
22319,46,4528,0|29|100,SystemDefaultColumnasConfig
22320,46,4529,0|30|100,SystemDefaultColumnasConfig
22321,46,4530,0|0|100,SystemDefaultColumnasConfig
22322,46,4531,0|0|100,SystemDefaultColumnasConfig
22323,46,4532,0|0|100,SystemDefaultColumnasConfig
22324,46,4533,0|0|100,SystemDefaultColumnasConfig
22325,46,4534,0|88|100,SystemDefaultColumnasConfig
22326,46,4535,0|89|100,SystemDefaultColumnasConfig
22327,46,4536,0|14|100,SystemDefaultColumnasConfig
22328,46,4537,0|91|100,SystemDefaultColumnasConfig
22329,46,4538,0|92|100,SystemDefaultColumnasConfig
22330,46,4539,0|16|100,SystemDefaultColumnasConfig
22331,46,4540,0|94|650,SystemDefaultColumnasConfig
22332,46,4541,0|95|100,SystemDefaultColumnasConfig
22333,46,4542,0|96|100,SystemDefaultColumnasConfig
22334,46,4543,0|97|100,SystemDefaultColumnasConfig
22335,46,4544,0|0|100,SystemDefaultColumnasConfig
22336,46,4545,0|0|100,SystemDefaultColumnasConfig
22337,46,4546,0|0|100,SystemDefaultColumnasConfig
22338,46,4547,0|0|100,SystemDefaultColumnasConfig
22339,46,4548,0|0|100,SystemDefaultColumnasConfig
22340,46,4549,0|0|100,SystemDefaultColumnasConfig
22341,46,4550,0|0|100,SystemDefaultColumnasConfig
22342,46,4551,0|0|100,SystemDefaultColumnasConfig
22343,46,4552,0|0|100,SystemDefaultColumnasConfig
22344,46,4553,0|0|100,SystemDefaultColumnasConfig
22345,46,4802,0|29|100,SystemDefaultColumnasConfig
22346,46,4785,0|58|150,SystemDefaultColumnasConfig
22347,46,4784,0|47|150,SystemDefaultColumnasConfig
22348,46,4786,0|79|100,SystemDefaultColumnasConfig
22349,46,4787,0|0|100,SystemDefaultColumnasConfig
22350,46,4788,0|0|100,SystemDefaultColumnasConfig
22351,46,4789,0|0|100,SystemDefaultColumnasConfig
22352,46,4790,0|0|100,SystemDefaultColumnasConfig
22353,46,4791,0|0|100,SystemDefaultColumnasConfig
22354,46,4792,0|16|100,SystemDefaultColumnasConfig
22355,46,4794,0|60|100,SystemDefaultColumnasConfig
22356,46,4795,0|62|110,SystemDefaultColumnasConfig
22357,46,4796,0|63|110,SystemDefaultColumnasConfig
22358,46,4797,0|61|100,SystemDefaultColumnasConfig
22359,46,4798,0|0|100,SystemDefaultColumnasConfig
22360,46,4799,0|0|100,SystemDefaultColumnasConfig
22361,46,4800,0|0|100,SystemDefaultColumnasConfig
22362,46,4801,0|0|100,SystemDefaultColumnasConfig
22363,46,4803,1|13|125,SystemDefaultColumnasConfig
22364,46,4804,1|14|343,SystemDefaultColumnasConfig
22365,46,4805,0|36|150,SystemDefaultColumnasConfig
22366,46,4806,0|22|250,SystemDefaultColumnasConfig
22367,46,4807,0|0|100,SystemDefaultColumnasConfig
22368,46,4808,0|31|100,SystemDefaultColumnasConfig
22369,46,4780,0|33|100,SystemDefaultColumnasConfig
22370,46,4781,0|32|100,SystemDefaultColumnasConfig
22371,46,4782,0|35|100,SystemDefaultColumnasConfig
22372,46,4783,0|34|100,SystemDefaultColumnasConfig
22373,46,4809,0|48|100,SystemDefaultColumnasConfig
22374,46,4811,0|64|100,SystemDefaultColumnasConfig
22375,46,4812,0|0|100,SystemDefaultColumnasConfig
22376,46,4813,0|0|100,SystemDefaultColumnasConfig
22377,46,4816,0|0|100,SystemDefaultColumnasConfig
22378,46,3038,0|17,FiltroConfig
22379,46,3039,0|23,FiltroConfig
22380,46,3040,0|24,FiltroConfig
22381,46,3041,0|22,FiltroConfig
22382,46,3034,1|3,FiltroConfig
22383,46,3035,1|4,FiltroConfig
22384,46,3036,1|5,FiltroConfig
22385,46,3037,1|0,FiltroConfig
22386,46,3163,1|55,FiltroConfig
22387,46,3044,0|21,FiltroConfig
22388,46,3045,0|27,FiltroConfig
22390,46,3047,1|1,FiltroConfig
22391,46,3048,0|19,FiltroConfig
22392,46,3049,1|2,FiltroConfig
22393,46,3050,0|28,FiltroConfig
22394,46,3207,1|49,FiltroConfig
22395,46,3208,1|83,FiltroConfig
22396,46,3209,1|61,FiltroConfig
22397,46,3210,1|76,FiltroConfig
22398,46,3211,1|48,FiltroConfig
22399,46,3212,1|16,FiltroConfig
22400,46,3213,1|45,FiltroConfig
22401,46,3214,1|79,FiltroConfig
22402,46,3215,1|60,FiltroConfig
22403,46,3216,1|43,FiltroConfig
22404,46,3217,1|44,FiltroConfig
22405,46,3218,1|82,FiltroConfig
22406,46,3219,1|59,FiltroConfig
22407,46,3220,0|20,FiltroConfig
22408,46,3221,1|54,FiltroConfig
22409,46,3222,1|58,FiltroConfig
22410,46,3223,1|57,FiltroConfig
22411,46,3224,1|13,FiltroConfig
22412,46,3225,1|14,FiltroConfig
22413,46,3226,0|11,FiltroConfig
22414,46,3227,1|17,FiltroConfig
22415,46,3228,1|28,FiltroConfig
22416,46,3229,1|30,FiltroConfig
22417,46,3230,1|31,FiltroConfig
22418,46,3231,1|10,FiltroConfig
22419,46,3232,1|12,FiltroConfig
22420,46,3233,1|32,FiltroConfig
22421,46,3234,1|33,FiltroConfig
22422,46,3235,1|34,FiltroConfig
22423,46,3236,1|18,FiltroConfig
22424,46,3237,1|19,FiltroConfig
22425,46,3238,1|20,FiltroConfig
22426,46,3239,1|21,FiltroConfig
22427,46,3240,1|22,FiltroConfig
22428,46,3241,1|23,FiltroConfig
22429,46,3242,1|24,FiltroConfig
22430,46,3243,1|25,FiltroConfig
22431,46,3244,1|26,FiltroConfig
22432,46,3245,1|27,FiltroConfig
22433,46,3246,1|29,FiltroConfig
22434,46,3247,1|35,FiltroConfig
22435,46,3248,1|36,FiltroConfig
22436,46,3249,1|37,FiltroConfig
22437,46,3250,1|38,FiltroConfig
22438,46,3251,1|39,FiltroConfig
22439,46,3252,1|40,FiltroConfig
22440,46,3253,1|41,FiltroConfig
22441,46,3254,1|42,FiltroConfig
22442,46,3255,1|68,FiltroConfig
22443,46,3256,1|69,FiltroConfig
22444,46,3257,1|9,FiltroConfig
22445,46,3258,1|70,FiltroConfig
22446,46,3259,1|72,FiltroConfig
22447,46,3260,1|11,FiltroConfig
22448,46,3261,1|71,FiltroConfig
22449,46,3262,1|73,FiltroConfig
22450,46,3263,1|74,FiltroConfig
22451,46,3264,1|75,FiltroConfig
22452,46,3265,1|67,FiltroConfig
22453,46,3266,1|65,FiltroConfig
22454,46,3267,1|64,FiltroConfig
22455,46,3268,1|66,FiltroConfig
22456,46,3269,1|63,FiltroConfig
22457,46,3270,1|62,FiltroConfig
22458,46,3271,0|81,FiltroConfig
22459,46,3272,0|82,FiltroConfig
22460,46,3273,0|83,FiltroConfig
22461,46,3274,0|84,FiltroConfig
22462,46,3275,0|84,FiltroConfig
22463,46,3296,1|7,FiltroConfig
22464,46,3042,0|30,FiltroConfig
22465,46,3043,1|6,FiltroConfig
22466,46,3051,0|14,FiltroConfig
22467,46,3052,0|25,FiltroConfig
22468,46,3053,0|26,FiltroConfig
22469,46,3054,0|29,FiltroConfig
22470,46,3055,0|15,FiltroConfig
22471,46,3056,1|8,FiltroConfig
22472,46,3057,1|10,FiltroConfig
22473,46,3058,1|9,FiltroConfig
22474,46,3159,0|16,FiltroConfig
22475,46,3203,0|12,FiltroConfig
22476,46,3204,0|13,FiltroConfig
22478,,46,05/04/2023 14:46:29,UltimaActualizacion
22480,47,4554,1|0|68,SystemDefaultColumnasConfig
22481,47,4581,0|0|100,SystemDefaultColumnasConfig
22482,47,4773,0|21|0,SystemDefaultColumnasConfig
22483,47,4555,1|1|250,SystemDefaultColumnasConfig
22484,47,4556,0|9|150,SystemDefaultColumnasConfig
22485,47,4557,1|2|73,SystemDefaultColumnasConfig
22486,47,4558,1|5|146,SystemDefaultColumnasConfig
22487,47,4559,1|3|73,SystemDefaultColumnasConfig
22488,47,4560,0|44|100,SystemDefaultColumnasConfig
22489,47,4561,0|45|100,SystemDefaultColumnasConfig
22490,47,4562,1|4|67,SystemDefaultColumnasConfig
22491,47,4563,0|33|100,SystemDefaultColumnasConfig
22492,47,4564,0|27|100,SystemDefaultColumnasConfig
22493,47,4565,0|40|100,SystemDefaultColumnasConfig
22494,47,4566,0|20|100,SystemDefaultColumnasConfig
22495,47,4567,0|41|100,SystemDefaultColumnasConfig
22496,47,4568,0|38|100,SystemDefaultColumnasConfig
22497,47,4569,0|36|100,SystemDefaultColumnasConfig
22498,47,4570,1|9|80,SystemDefaultColumnasConfig
22499,47,4571,1|10|100,SystemDefaultColumnasConfig
22500,47,4572,1|6|72,SystemDefaultColumnasConfig
22501,47,4573,0|19|100,SystemDefaultColumnasConfig
22502,47,4574,0|50|100,SystemDefaultColumnasConfig
22503,47,4575,0|37|100,SystemDefaultColumnasConfig
22504,47,4576,1|8|65,SystemDefaultColumnasConfig
22505,47,4577,1|11|72,SystemDefaultColumnasConfig
22506,47,4578,0|0|100,SystemDefaultColumnasConfig
22507,47,4579,0|0|100,SystemDefaultColumnasConfig
22508,47,4580,0|0|100,SystemDefaultColumnasConfig
22509,47,4834,1|14|125,SystemDefaultColumnasConfig
22510,47,4872,1|7|100,SystemDefaultColumnasConfig
22511,47,4870,0|46|150,SystemDefaultColumnasConfig
22512,47,4836,1|12|108,SystemDefaultColumnasConfig
22513,47,4837,0|29|100,SystemDefaultColumnasConfig
22514,47,4838,0|48|100,SystemDefaultColumnasConfig
22515,47,4839,0|47|100,SystemDefaultColumnasConfig
22516,47,4840,0|42|100,SystemDefaultColumnasConfig
22517,47,4841,0|43|150,SystemDefaultColumnasConfig
22518,47,4842,0|25|110,SystemDefaultColumnasConfig
22519,47,4843,0|26|150,SystemDefaultColumnasConfig
22520,47,4871,0|18|100,SystemDefaultColumnasConfig
22521,47,4844,0|34|120,SystemDefaultColumnasConfig
22522,47,4845,0|28|120,SystemDefaultColumnasConfig
22523,47,4846,1|13|122,SystemDefaultColumnasConfig
22524,47,4847,0|31|100,SystemDefaultColumnasConfig
22525,47,4848,0|30|100,SystemDefaultColumnasConfig
22526,47,4849,0|49|100,SystemDefaultColumnasConfig
22527,47,4835,1|15|125,SystemDefaultColumnasConfig
22528,47,4866,1|16|147,SystemDefaultColumnasConfig
22529,47,4867,1|17|250,SystemDefaultColumnasConfig
22530,47,4868,0|32|150,SystemDefaultColumnasConfig
22531,47,4869,0|24|250,SystemDefaultColumnasConfig
22532,47,4925,0|35|100,SystemDefaultColumnasConfig
22533,47,4926,0|39|150,SystemDefaultColumnasConfig
22534,47,4927,0|23|150,SystemDefaultColumnasConfig
22535,47,4928,0|22|150,SystemDefaultColumnasConfig
22536,47,3060,0|17,FiltroConfig
22537,47,3061,1|0,FiltroConfig
22538,47,3059,1|3,FiltroConfig
22539,47,3065,0|21,FiltroConfig
22540,47,3066,0|22,FiltroConfig
22541,47,3068,0|23,FiltroConfig
22542,47,3069,1|2,FiltroConfig
22543,47,3070,1|4,FiltroConfig
22544,47,3071,1|5,FiltroConfig
22545,47,3318,1|10,FiltroConfig
22546,47,3067,0|24,FiltroConfig
22547,47,3073,0|32,FiltroConfig
22548,47,3064,1|6,FiltroConfig
22549,47,3062,1|1,FiltroConfig
22550,47,3063,0|19,FiltroConfig
22551,47,3072,0|31,FiltroConfig
22552,47,3158,0|16,FiltroConfig
22553,47,3193,0|17,FiltroConfig
22554,47,3192,0|18,FiltroConfig
22555,47,3279,0|11,FiltroConfig
22556,47,3280,1|7,FiltroConfig
22557,47,3281,0|13,FiltroConfig
22558,47,3282,1|8,FiltroConfig
22559,47,3283,0|29,FiltroConfig
22560,47,3284,0|28,FiltroConfig
22561,47,3285,0|26,FiltroConfig
22562,47,3286,0|25,FiltroConfig
22563,47,3287,0|12,FiltroConfig
22564,47,3288,0|14,FiltroConfig
22565,47,3289,0|15,FiltroConfig
22566,47,3290,0|20,FiltroConfig
22567,47,3291,1|9,FiltroConfig
22568,47,3292,0|27,FiltroConfig
22569,47,3293,0|33,FiltroConfig
22570,47,3294,0|18,FiltroConfig
22571,47,3295,0|30,FiltroConfig
22573,,47,05/04/2023 14:46:29,UltimaActualizacion
22575,,48,05/04/2023 14:46:29,UltimaActualizacion
22579,50,3526,0|0,FiltroConfig
22580,50,3527,0|1,FiltroConfig
22581,50,3528,0|24,FiltroConfig
22582,50,3577,0|56,FiltroConfig
22583,50,3578,0|54,FiltroConfig
22584,50,3579,0|27,FiltroConfig
22585,50,3580,0|48,FiltroConfig
22586,50,3581,0|7,FiltroConfig
22587,50,3582,0|8,FiltroConfig
22588,50,3583,0|9,FiltroConfig
22589,50,3584,0|10,FiltroConfig
22590,50,3585,0|11,FiltroConfig
22591,50,3586,0|12,FiltroConfig
22592,50,3587,0|29,FiltroConfig
22593,50,3588,0|46,FiltroConfig
22594,50,3589,0|71,FiltroConfig
22595,50,3590,0|67,FiltroConfig
22596,50,3591,0|17,FiltroConfig
22597,50,3592,0|18,FiltroConfig
22598,50,3593,0|19,FiltroConfig
22599,50,3594,0|20,FiltroConfig
22600,50,3595,0|21,FiltroConfig
22601,50,3596,0|22,FiltroConfig
22602,50,3597,0|61,FiltroConfig
22603,50,3598,0|65,FiltroConfig
22604,50,3599,0|64,FiltroConfig
22605,50,3600,0|26,FiltroConfig
22606,50,3601,0|27,FiltroConfig
22607,50,3602,0|28,FiltroConfig
22608,50,3603,0|29,FiltroConfig
22609,50,3604,0|30,FiltroConfig
22610,50,3605,0|31,FiltroConfig
22611,50,3606,0|32,FiltroConfig
22612,50,3607,0|33,FiltroConfig
22613,50,3608,0|34,FiltroConfig
22614,50,3609,0|35,FiltroConfig
22615,50,3610,0|36,FiltroConfig
22616,50,3611,0|49,FiltroConfig
22617,50,3612,0|38,FiltroConfig
22618,50,3613,0|39,FiltroConfig
22619,50,3614,0|40,FiltroConfig
22620,50,3615,0|41,FiltroConfig
22621,50,3616,0|42,FiltroConfig
22622,50,3617,0|43,FiltroConfig
22623,50,3618,0|44,FiltroConfig
22624,50,3619,0|45,FiltroConfig
22625,50,3620,0|46,FiltroConfig
22626,50,3621,0|47,FiltroConfig
22628,50,3623,0|49,FiltroConfig
22629,50,3624,0|58,FiltroConfig
22630,50,3625,0|51,FiltroConfig
22631,50,3627,1|2,FiltroConfig
22632,50,3628,0|7,FiltroConfig
22634,50,3531,1|1,FiltroConfig
22635,50,3532,1|0,FiltroConfig
22636,50,3622,0|57,FiltroConfig
22637,50,3533,0|25,FiltroConfig
22638,50,3534,0|68,FiltroConfig
22639,50,3535,1|5,FiltroConfig
22640,50,3536,1|6,FiltroConfig
22641,50,3538,0|47,FiltroConfig
22642,50,3539,0|51,FiltroConfig
22644,50,3541,1|4,FiltroConfig
22645,50,3542,1|3,FiltroConfig
22647,50,3544,0|60,FiltroConfig
22649,50,3546,0|55,FiltroConfig
22650,50,3547,0|53,FiltroConfig
22651,50,3548,0|9,FiltroConfig
22654,50,3551,0|52,FiltroConfig
22655,50,3552,0|10,FiltroConfig
22656,50,3553,0|12,FiltroConfig
22657,50,3554,0|13,FiltroConfig
22658,50,3555,0|11,FiltroConfig
22659,50,3556,0|14,FiltroConfig
22660,50,3557,0|38,FiltroConfig
22661,50,3558,0|39,FiltroConfig
22662,50,3559,0|18,FiltroConfig
22663,50,3560,0|40,FiltroConfig
22664,50,3561,0|42,FiltroConfig
22665,50,3562,0|43,FiltroConfig
22666,50,3563,0|41,FiltroConfig
22667,50,3564,0|44,FiltroConfig
22668,50,3565,0|66,FiltroConfig
22669,50,3566,0|37,FiltroConfig
22671,50,3568,0|45,FiltroConfig
22672,50,3569,0|16,FiltroConfig
22673,50,3570,0|17,FiltroConfig
22674,50,3571,0|15,FiltroConfig
22675,50,3572,0|19,FiltroConfig
22676,50,3573,0|20,FiltroConfig
22677,50,3574,0|21,FiltroConfig
22678,50,3575,0|22,FiltroConfig
22679,50,3576,0|23,FiltroConfig
22680,50,3469,0|57,FiltroConfig
22689,50,3626,0|70,FiltroConfig
22690,50,6136,1|0|92,SystemDefaultColumnasConfig
22691,50,6282,1|1|69,SystemDefaultColumnasConfig
22692,50,6159,1|4|100,SystemDefaultColumnasConfig
22693,50,6139,1|2|201,SystemDefaultColumnasConfig
22694,50,6140,1|3|429,SystemDefaultColumnasConfig
22695,50,6143,1|7|100,SystemDefaultColumnasConfig
22696,50,6268,0|16|100,SystemDefaultColumnasConfig
22697,50,6144,1|6|100,SystemDefaultColumnasConfig
22698,50,6253,0|55|100,SystemDefaultColumnasConfig
22699,50,6337,0|11|100,SystemDefaultColumnasConfig
22700,50,6191,0|13|100,SystemDefaultColumnasConfig
22701,50,7015,0|14|100,SystemDefaultColumnasConfig
22702,50,6217,0|19|100,SystemDefaultColumnasConfig
22703,50,6225,0|21|100,SystemDefaultColumnasConfig
22704,50,6151,0|22|100,SystemDefaultColumnasConfig
22705,50,7034,0|24|100,SystemDefaultColumnasConfig
22706,50,6207,0|26|100,SystemDefaultColumnasConfig
22707,50,7897,0|0|100,SystemDefaultColumnasConfig
22708,50,7762,0|92|100,SystemDefaultColumnasConfig
22709,50,6269,0|124|100,SystemDefaultColumnasConfig
22710,50,6156,0|29|100,SystemDefaultColumnasConfig
22711,50,6157,0|0|100,SystemDefaultColumnasConfig
22712,50,7213,0|30|100,SystemDefaultColumnasConfig
22713,50,7214,0|31|100,SystemDefaultColumnasConfig
22714,50,6196,0|25|100,SystemDefaultColumnasConfig
22715,50,6295,0|32|100,SystemDefaultColumnasConfig
22716,50,6272,0|33|100,SystemDefaultColumnasConfig
22717,50,6273,0|34|100,SystemDefaultColumnasConfig
22718,50,6274,0|35|100,SystemDefaultColumnasConfig
22719,50,6275,0|36|100,SystemDefaultColumnasConfig
22720,50,6276,0|37|100,SystemDefaultColumnasConfig
22721,50,6277,0|38|100,SystemDefaultColumnasConfig
22722,50,6278,0|39|100,SystemDefaultColumnasConfig
22723,50,6301,0|40|100,SystemDefaultColumnasConfig
22724,50,7014,0|45|100,SystemDefaultColumnasConfig
22725,50,6461,0|10|100,SystemDefaultColumnasConfig
22726,50,6330,0|48|70,SystemDefaultColumnasConfig
22727,50,6244,0|51|100,SystemDefaultColumnasConfig
22728,50,6251,0|54|100,SystemDefaultColumnasConfig
22729,50,6210,0|135|100,SystemDefaultColumnasConfig
22730,50,6234,0|143|100,SystemDefaultColumnasConfig
22731,50,6291,0|56|100,SystemDefaultColumnasConfig
22732,50,6271,0|59|100,SystemDefaultColumnasConfig
22733,50,6197,0|61|100,SystemDefaultColumnasConfig
22734,50,6252,0|63|100,SystemDefaultColumnasConfig
22735,50,6254,0|64|100,SystemDefaultColumnasConfig
22736,50,6255,0|65|100,SystemDefaultColumnasConfig
22737,50,6137,1|8|77,SystemDefaultColumnasConfig
22738,50,6265,0|69|100,SystemDefaultColumnasConfig
22739,50,6150,0|77|100,SystemDefaultColumnasConfig
22740,50,6328,0|70|100,SystemDefaultColumnasConfig
22741,50,6327,0|71|100,SystemDefaultColumnasConfig
22742,50,6250,0|75|100,SystemDefaultColumnasConfig
22743,50,6307,0|78|100,SystemDefaultColumnasConfig
22744,50,6261,0|79|100,SystemDefaultColumnasConfig
22745,50,6204,0|81|100,SystemDefaultColumnasConfig
22746,50,6263,0|82|100,SystemDefaultColumnasConfig
22747,50,6259,0|85|100,SystemDefaultColumnasConfig
22748,50,8005,0|0|100,SystemDefaultColumnasConfig
22749,50,8131,0|0|100,SystemDefaultColumnasConfig
22750,50,7820,0|0|100,SystemDefaultColumnasConfig
22751,50,6192,0|0|100,SystemDefaultColumnasConfig
22752,50,6145,1|5|106,SystemDefaultColumnasConfig
22753,50,6138,1|9|94,SystemDefaultColumnasConfig
22754,50,8208,0|0|100,SystemDefaultColumnasConfig
22755,50,6266,0|88|100,SystemDefaultColumnasConfig
22756,50,6308,0|90|100,SystemDefaultColumnasConfig
22757,50,6264,0|91|100,SystemDefaultColumnasConfig
22758,50,6215,0|97|100,SystemDefaultColumnasConfig
22759,50,6194,0|0|100,SystemDefaultColumnasConfig
22760,50,6155,0|103|100,SystemDefaultColumnasConfig
22761,50,6158,0|104|100,SystemDefaultColumnasConfig
22762,50,6242,0|105|100,SystemDefaultColumnasConfig
22763,50,6319,0|108|100,SystemDefaultColumnasConfig
22764,50,6256,0|110|100,SystemDefaultColumnasConfig
22765,50,8198,0|109|100,SystemDefaultColumnasConfig
22766,50,6190,0|111|100,SystemDefaultColumnasConfig
22767,50,7016,0|114|100,SystemDefaultColumnasConfig
22768,50,7092,0|115|100,SystemDefaultColumnasConfig
22769,50,6218,0|131|100,SystemDefaultColumnasConfig
22770,50,6211,0|117|100,SystemDefaultColumnasConfig
22771,50,6336,0|118|100,SystemDefaultColumnasConfig
22772,50,6193,0|120|100,SystemDefaultColumnasConfig
22773,50,7215,0|122|100,SystemDefaultColumnasConfig
22774,50,6248,0|123|100,SystemDefaultColumnasConfig
22775,50,6216,0|0|100,SystemDefaultColumnasConfig
22776,50,6245,0|128|100,SystemDefaultColumnasConfig
22777,50,6147,0|130|100,SystemDefaultColumnasConfig
22778,50,8254,0|83|100,SystemDefaultColumnasConfig
22779,50,8255,0|84|100,SystemDefaultColumnasConfig
22780,50,6247,0|133|100,SystemDefaultColumnasConfig
22781,50,6220,0|0|100,SystemDefaultColumnasConfig
22782,50,8199,0|49|100,SystemDefaultColumnasConfig
22783,50,6306,0|134|100,SystemDefaultColumnasConfig
22784,50,6390,0|136|100,SystemDefaultColumnasConfig
22785,50,7027,0|138|100,SystemDefaultColumnasConfig
22786,50,6239,0|140|100,SystemDefaultColumnasConfig
22787,50,7093,0|142|100,SystemDefaultColumnasConfig
22788,50,6200,0|144|100,SystemDefaultColumnasConfig
22789,50,6208,0|126|100,SystemDefaultColumnasConfig
22790,50,7035,0|147|100,SystemDefaultColumnasConfig
22791,50,6224,0|150|100,SystemDefaultColumnasConfig
22792,50,6152,0|154|100,SystemDefaultColumnasConfig
22793,50,6153,0|155|100,SystemDefaultColumnasConfig
22794,50,8190,0|50|70,SystemDefaultColumnasConfig
22795,50,6154,0|156|100,SystemDefaultColumnasConfig
22796,50,6300,0|157|70,SystemDefaultColumnasConfig
22797,50,6333,0|175|70,SystemDefaultColumnasConfig
22798,50,6326,0|161|70,SystemDefaultColumnasConfig
22799,50,6325,0|162|70,SystemDefaultColumnasConfig
22800,50,6257,0|164|100,SystemDefaultColumnasConfig
22801,50,6148,0|167|100,SystemDefaultColumnasConfig
22802,50,6213,0|146|100,SystemDefaultColumnasConfig
22803,50,6270,0|168|100,SystemDefaultColumnasConfig
22804,50,6205,0|172|100,SystemDefaultColumnasConfig
22805,50,7786,0|139|100,SystemDefaultColumnasConfig
22806,50,6209,0|171|100,SystemDefaultColumnasConfig
22807,50,6219,0|174|100,SystemDefaultColumnasConfig
22808,50,6198,0|99|100,SystemDefaultColumnasConfig
22809,50,6199,0|116|100,SystemDefaultColumnasConfig
22810,50,6201,0|98|100,SystemDefaultColumnasConfig
22811,50,6202,0|86|100,SystemDefaultColumnasConfig
22812,50,6203,0|163|100,SystemDefaultColumnasConfig
22813,50,6206,0|12|100,SystemDefaultColumnasConfig
22814,50,6212,0|125|100,SystemDefaultColumnasConfig
22815,50,6214,0|87|100,SystemDefaultColumnasConfig
22816,50,6221,0|27|100,SystemDefaultColumnasConfig
22817,50,6222,0|165|100,SystemDefaultColumnasConfig
22818,50,6223,0|53|100,SystemDefaultColumnasConfig
22819,50,6226,0|28|100,SystemDefaultColumnasConfig
22820,50,6227,0|145|100,SystemDefaultColumnasConfig
22821,50,6228,0|112|100,SystemDefaultColumnasConfig
22822,50,6229,0|151|100,SystemDefaultColumnasConfig
22823,50,6230,0|95|100,SystemDefaultColumnasConfig
22824,50,6231,0|152|100,SystemDefaultColumnasConfig
22825,50,6232,0|137|100,SystemDefaultColumnasConfig
