idfiltro,idgrupo
3673,1
3674,77
3677,86
3678,86
3679,86
3680,86
3681,86
3689,86
3690,1
3691,1
3692,12
3693,12
3694,12
3703,89
3703,90
3704,86
3707,89
3707,90
3708,89
3708,90
3709,89
3709,90
3710,89
3710,90
3711,89
3711,90
3712,89
3712,90
3713,89
3713,90
3713,92
3714,89
3714,90
3715,89
3715,90
3716,89
3716,90
3717,89
3717,90
3718,89
3718,90
3719,89
3719,90
3720,89
3720,90
3721,89
3721,90
3722,89
3722,90
3723,89
3723,90
3724,89
3724,90
3725,89
3725,90
3726,89
3726,90
3727,89
3727,90
3728,89
3728,90
3729,89
3729,90
3730,89
3730,90
3731,89
3731,90
3732,89
3732,90
3733,89
3733,90
3734,89
3734,90
3735,89
3735,90
3736,89
3736,90
3737,89
3737,90
3738,89
3738,90
3739,89
3739,90
3740,89
3740,90
3741,89
3741,90
3742,89
3742,90
3743,89
3743,90
3744,89
3744,90
3745,89
3745,90
3746,89
3746,90
3747,89
3747,90
3748,89
3748,90
3749,89
3749,90
3750,89
3750,90
3751,89
3751,90
3752,89
3752,90
3753,89
3753,90
3754,89
3754,90
3755,89
3755,90
3756,89
3756,90
3757,89
3757,90
3758,89
3758,90
3759,89
3759,90
3760,89
3760,90
3761,89
3761,90
3762,89
3762,90
3763,89
3763,90
3764,89
3764,90
3765,89
3765,90
3766,89
3766,90
3767,89
3767,90
3768,89
3768,90
3769,89
3769,90
3770,89
3770,90
3771,89
3771,90
3772,89
3772,90
3773,89
3773,90
3774,89
3774,90
3775,89
3775,90
3776,89
3776,90
3777,89
3777,90
3778,89
3778,90
3779,89
3779,90
3780,89
3780,90
3781,89
3781,90
3782,89
3782,90
3783,89
3783,90
3784,89
3784,90
3785,89
3785,90
3786,89
3786,90
3787,89
3787,90
3788,89
3788,90
3789,89
3789,90
3790,89
3790,90
3791,89
3791,90
3792,89
3792,90
3793,89
3793,90
3794,89
3794,90
3795,89
3795,90
3796,89
3796,90
3797,89
3797,90
3798,89
3798,90
3799,89
3799,90
3800,89
3800,90
3801,89
3801,90
3802,89
3802,90
3803,89
3803,90
3804,73
3804,76
3804,87
3804,88
3804,89
3804,90
3804,91
3804,98
3805,89
3805,90
3806,89
3806,90
3807,89
3807,90
3808,89
3808,90
3809,89
3809,90
3810,89
3810,90
3811,89
3811,90
4000,1
4001,48
4002,48
4003,48
4004,13
4005,86
4007,90
4008,13
4009,64
4010,86
4011,86
4012,92
4013,92
4014,92
4015,92
4016,92
4017,92
4018,92
4019,92
4020,92
4021,1
4022,73
4023,93
4024,93
4025,93
4026,93
4027,93
4028,93
4029,93
4030,93
4031,93
4032,93
4033,93
4034,93
4035,93
4036,93
4037,93
4038,93
4039,93
4040,93
4041,93
4042,93
4043,93
4044,93
4045,93
4046,93
4047,93
4048,93
4049,93
4050,93
4051,93
4052,93
4053,93
4054,93
4055,93
4056,93
4057,93
4058,93
4059,93
4060,93
4061,93
4062,93
4063,93
4064,93
4065,93
4066,93
4067,93
4068,93
4069,93
4070,93
4071,93
4072,93
4073,93
4074,93
4075,93
4076,93
4077,93
4078,93
4079,93
4080,93
4081,93
4082,93
4083,93
4084,93
4085,93
4086,93
4087,93
4088,93
4089,93
4090,93
4091,93
4092,93
4093,93
4094,93
4095,93
4096,93
4097,93
4098,93
4099,93
4100,93
4101,93
4102,93
4103,93
4103,99
4103,100
4103,101
4104,94
4105,94
4106,94
4107,95
4108,95
4110,95
4111,13
4111,34
4112,57
4113,57
4114,58
4115,58
4116,59
4117,59
4118,60
4119,60
4120,61
4121,61
4122,1
4124,94
4125,94
4126,94
4127,94
4128,94
4129,94
4130,94
4131,48
4132,94
4133,94
4134,95
4135,95
4136,95
4137,95
4138,95
4139,48
4140,57
4141,58
4142,59
4143,60
4144,61
4146,13
4147,48
4148,48
4149,48
4150,1
4151,1
4152,77
4153,13
4154,13
4155,77
4156,96
4157,96
4158,96
4158,97
4158,102
4159,13
4160,4
4161,4
4162,95
4163,95
4165,38
4166,38
4167,1
4168,1
4170,1
4171,63
4172,48
4173,48
4174,48
4175,62
4176,64
4178,104
4179,104
4180,104
4181,104
4182,104
4183,104
4184,104
4185,104
4186,104
4187,104
4188,104
4189,104
4190,104
4191,104
4192,104
4193,104
4194,104
4195,104
4196,104
4197,104
4198,104
4199,104
4200,104
4201,104
4202,105
4204,105
4205,105
4206,105
4207,105
4209,105
4210,86
4211,106
4212,106
4213,106
4214,106
4215,106
4216,106
4217,106
4218,106
4219,106
4220,106
4221,106
4222,106
4223,106
4224,106
4225,106
4226,106
4227,105
4228,105
4229,105
4230,105
4231,105
4232,105
4233,105
4234,105
4235,105
4236,105
4237,105
4238,105
4239,105
4240,105
4241,105
4242,105
4243,105
4244,72
4245,13
4246,72
4247,72
4248,66
4249,66
4250,66
4251,66
4252,66
4253,66
4255,107
4256,107
4257,107
4258,107
4259,107
4260,107
4261,107
4262,107
4263,64
4264,1
4265,62
4266,12
4267,60
4268,13
4269,104
4270,86
4273,86
4274,86
4275,59
4277,4
4278,86
4279,48
4280,38
4281,38
4282,64
4283,13
4284,13
4285,13
4286,111
4287,111
4288,111
4289,111
4290,111
4291,82
4292,111
4293,1
4294,1
4295,1
4296,48
4297,62
4298,71
4299,72
4300,68
4301,63
4302,77
4303,78
4304,79
4305,80
4306,81
4307,82
4308,83
4309,107
4310,64
4311,104
4312,104
4313,104
4314,104
4315,104
4316,104
4317,104
4318,104
4319,104
4320,104
4321,1
4322,1
4323,1
4324,58
4325,86
4326,64
4327,86
4328,1
4329,104
4330,1
4331,6
4332,62
4333,104
4334,104
4335,77
4336,113
4337,113
4339,113
4340,113
4341,113
4342,113
4343,113
4344,113
4345,113
4346,113
4347,113
4348,113
4349,113
4350,113
4351,113
4352,113
4353,113
4354,113
4355,113
4356,113
4357,113
4358,113
4359,113
4360,113
4361,113
4362,86
4363,4
4364,62
4365,77
4366,63
4367,78
4368,71
4369,72
4370,80
4371,83
4372,79
4373,68
4374,81
4375,82
4376,107
4377,38
4378,6
4379,6
4380,85
4381,85
4382,85
4383,84
4384,114
4385,114
4386,114
4387,114
4388,114
4389,114
4390,114
4391,114
4392,114
4393,114
4394,114
4397,62
4398,62
4399,62
4400,62
4401,63
4402,63
4403,63
4404,63
4405,68
4406,68
4407,68
4408,68
4409,71
4410,71
4411,71
4412,71
4413,72
4414,72
4415,72
4416,72
4417,77
4418,77
4419,77
4420,77
4421,78
4422,78
4423,78
4424,78
4425,80
4426,80
4427,80
4428,80
4429,81
4430,81
4431,81
4432,81
4433,82
4434,82
4435,82
4436,82
4437,83
4438,83
4439,83
4440,83
4441,79
4442,79
4443,79
4444,79
4445,107
4446,107
4447,107
4448,107
4449,64
4450,64
4451,64
4452,64
4455,115
4456,115
4457,115
4458,115
4459,115
4460,115
4461,115
4462,115
4463,85
4464,85
4465,85
4468,4
4469,73
4470,73
4471,1
4472,1
4473,1
4474,87
4474,91
4476,48
4477,85
4478,76
4479,60
4480,38
4481,38
4527,38
4528,38
4529,38
4530,38
4531,38
4532,38
4533,38
4534,38
4535,38
4536,38
4537,38
4538,38
4539,38
4540,38
4541,38
4542,38
4543,38
4544,38
4545,38
4546,38
4547,38
4548,38
4549,38
4550,38
4551,38
4552,38
4553,38
4554,38
4555,38
4556,38
4557,38
4558,38
4559,38
4560,38
4561,38
4562,38
4563,38
4564,38
4565,38
4566,38
4567,38
4568,38
4569,38
4570,38
4571,38
4572,1
4573,1
4574,1
4575,1
4576,4
4577,94
4578,6
4579,84
4580,34
4587,86
4588,64
4589,64
4590,64
4591,64
4592,62
4593,62
4594,62
4595,62
4596,63
4597,63
4598,63
4599,63
4600,77
4601,77
4602,77
4603,77
4604,78
4605,78
4606,78
4607,78
4608,71
4609,71
4610,71
4611,71
4612,72
4613,72
4614,72
4615,72
4616,80
4617,80
4618,80
4619,80
4620,83
4621,83
4622,83
4623,83
4624,79
4625,79
4626,79
4627,79
4628,68
4629,68
4630,68
4631,68
4632,81
4633,81
4634,81
4635,81
4636,82
4637,82
4638,82
4639,82
4640,1
4641,1
4642,1
4643,1
4644,1
4645,1
4646,1
4647,48
4648,6
4649,115
4650,115
4651,115
4652,116
4653,116
4654,116
4655,116
4656,116
4657,116
4658,116
4659,116
4660,116
4661,116
4662,116
4663,116
4664,116
4665,116
4666,116
4667,116
4668,116
4669,116
4670,48
4671,1
4672,1
4673,1
4674,13
4675,4
4676,86
4677,4
4678,113
4679,13
4679,34
4681,104
4682,86
4683,117
4684,13
4685,117
4686,117
4687,117
4688,117
4689,117
4690,117
4691,117
4692,117
4693,117
4694,117
4695,117
4696,117
4697,117
4698,117
4699,117
4700,117
4701,117
4702,117
4703,117
4704,117
4705,117
4706,117
4707,117
4708,117
4709,117
4710,117
4711,117
4712,117
4713,117
4714,117
4715,117
4716,117
4717,117
4718,117
4719,117
4720,117
4721,117
4722,117
4723,117
4725,117
4726,48
4727,48
4728,85
4729,115
4730,114
4731,86
4735,62
4736,62
4737,63
4738,63
4739,68
4740,68
4741,71
4742,71
4743,72
4744,72
4745,77
4746,77
4747,78
4748,78
4749,79
4750,79
4751,80
4752,80
4753,81
4754,81
4755,82
4756,82
4757,83
4758,83
4759,107
4760,107
4761,85
4762,1
4765,113
4766,113
4767,86
4768,4
4769,13
4770,13
4772,106
4773,106
4774,118
4775,118
4776,118
4777,118
4778,118
4779,118
4780,118
4781,118
4782,118
4783,118
4784,118
4785,118
4786,119
4787,119
4788,119
4791,119
4792,106
4793,119
4794,119
4795,119
4796,48
4797,106
4798,48
4799,106
4800,62
4801,77
4802,68
4803,78
4804,71
4805,63
4806,72
4807,81
4808,13
4809,115
4810,85
4811,48
4812,106
4813,106
4814,106
4815,106
4816,106
4817,106
4818,106
4819,106
4820,106
4821,106
4822,85
4823,106
4824,77
4825,63
4826,78
4827,71
4828,72
4829,80
4830,83
4831,79
4832,68
4833,81
4834,82
4835,45
4836,45
4837,45
4838,45
4839,45
4840,45
4841,119
4842,119
4843,119
4844,119
4845,119
4846,119
4847,119
4848,118
4849,118
4850,118
4851,118
4852,118
4854,1
4855,1
4856,1
4857,86
4858,48
4859,45
4860,86
4861,86
4862,1
4863,13
4864,82
4879,86
4902,6
4903,13
4904,1
4905,1
4906,121
4907,121
4908,121
4909,121
4910,121
4911,121
4912,121
4913,121
4914,121
4915,121
4916,121
4917,121
4918,121
4919,121
4920,121
4921,121
4922,121
4923,121
4924,121
4925,121
4926,121
4927,121
4928,121
4929,121
4930,121
4933,121
4934,121
4938,122
4939,122
4940,122
4941,122
4942,122
4943,122
4944,122
4945,122
4946,122
4948,122
4949,122
4950,122
4951,122
4952,122
4953,122
4954,122
4955,122
4956,122
4957,122
4958,122
4959,122
4960,122
4961,122
4962,122
4963,122
4964,122
4965,122
4966,122
4967,122
4968,122
4969,122
4970,122
4971,122
4972,122
4973,122
4974,122
4975,122
4976,122
4978,122
4979,122
4980,121
4981,121
4982,121
4983,121
4984,121
4985,121
4986,121
4987,121
4988,121
4989,121
4990,121
4991,121
4992,121
4993,121
4994,121
4995,121
4996,121
4997,121
4998,121
4999,121
5000,121
5001,121
5002,121
5003,121
5004,121
5005,121
5006,121
5007,121
5008,121
5009,121
5010,121
5011,123
5012,123
5013,123
5014,123
5015,123
5016,123
5017,123
5018,123
5019,123
5020,123
5021,123
5023,123
5024,123
5025,123
5026,123
5027,123
5028,123
5029,123
5030,123
5031,123
5032,123
5033,123
5034,123
5035,123
5036,123
5037,123
5038,123
5039,123
5040,123
5041,123
5042,123
5043,123
5044,123
5045,123
5046,123
5047,123
5048,123
5049,123
5050,123
5051,123
5052,123
5053,73
5053,76
5054,73
5054,76
5055,38
5056,38
5061,13
5062,62
5063,120
5064,120
5065,120
5066,120
5067,120
5068,120
5069,120
5070,120
5071,63
5072,71
5073,72
5074,78
5075,79
5076,80
5077,81
5078,82
5079,107
5080,118
5081,13
5082,13
5083,13
5084,13
5085,13
5086,13
5087,13
5088,13
5089,13
5090,13
5091,86
5092,126
5093,126
5094,126
5095,126
5096,126
5097,126
5098,126
5099,126
5100,126
5101,126
5102,126
5103,126
5105,6
5106,6
5108,6
5109,127
5110,127
5111,127
5112,127
5113,127
5114,127
5115,127
5116,127
5117,127
5118,127
5119,127
5120,127
5121,127
5122,127
5123,127
5124,1
5125,127
5126,127
5127,127
5129,48
5130,57
5131,58
5132,59
5133,61
5134,113
5135,38
5136,13
5137,34
5138,1
5139,86
5140,86
5141,86
5142,62
5143,71
5144,71
5145,71
5146,71
5147,66
5148,71
5151,86
5152,86
5153,86
5154,86
5155,86
5156,86
5157,86
5158,123
5159,126
5160,86
5161,86
5162,86
5163,1
5164,64
5165,1
5166,38
5167,60
5168,86
5169,86
5170,86
5171,13
5181,62
5182,71
5183,72
5184,71
5187,66
5188,4
5189,66
5251,48
5256,4
5257,4
5258,4
5259,4
5260,4
5261,4
5262,4
5263,4
5264,4
5265,4
5266,4
5267,4
5268,4
5269,4
5270,4
5271,4
5272,4
5273,4
5274,4
5275,4
5276,4
5277,6
5286,1
5287,1
5291,83
5298,4
5301,4
5310,77
5311,57
5312,48
5313,60
5314,58
5315,59
5317,64
5318,1
5319,71
5320,71
5321,64
5322,1
5326,1
5332,78
5333,86
5334,77
5335,63
5336,80
5337,83
5338,79
5339,68
5340,81
5341,82
5343,131
5344,131
5345,60
5346,62
5347,62
5348,62
5349,62
5350,62
5351,62
5352,62
5353,62
5354,62
5355,77
5356,77
5357,77
5358,77
5359,77
5360,77
5361,77
5362,77
5363,77
5364,72
5365,72
5366,72
5367,72
5368,72
5369,72
5370,72
5371,72
5372,72
5373,71
5374,71
5375,71
5376,71
5377,71
5378,71
5379,71
5380,71
5381,71
5382,83
5383,83
5384,83
5385,83
5386,83
5387,83
5388,83
5389,83
5390,83
5391,63
5393,78
5394,72
5395,80
5396,83
5397,79
5398,68
5399,81
5400,82
5402,6
5407,48
5408,71
5411,86
5415,13
5420,82
5421,64
5422,48
5424,4
5425,62
5426,63
5427,68
5428,71
5429,72
5430,77
5431,78
5432,79
5433,80
5434,81
5435,68
5436,83
5461,82
5462,82
5463,85
5464,85
5465,71
5466,71
5467,48
5468,48
100162,1
100163,1
100164,1
100165,1
100166,1
100167,1
100168,1
100169,1
100368,1
100369,1
100370,1
600162,13
600163,13
600164,13
600165,13
600166,13
600167,13
600168,13
600169,13
600368,13
600369,13
600370,13
1700025,38
1700026,38
1700027,38
1700028,38
1700029,38
1700030,38
1700162,38
3100162,62
3100163,62
3100164,62
3100165,62
3100166,62
3100167,62
3100168,62
3100169,62
3100368,62
3100369,62
3100370,62
3800025,71
3800026,71
3800027,71
3800028,71
3800029,71
3800030,71
3800162,71
5000091,86
5000092,86
5000093,86
5000094,86
5000095,86
5000096,86
5000103,86
5000104,86
5000105,86
5000106,86
5000107,86
5000108,86
5000156,86
5000157,86
5000158,86
5000159,86
5000197,86
5000198,86
5000199,86
7000600,126
7000601,126
7000602,126
7000603,126
7000604,126
7000605,126
7000606,126
7000607,126
7000608,126
7000609,126
7000610,126
7000611,126
7000612,126
7000613,126
7000614,126
7000615,126
7000616,126
7000617,126
7000618,126
7000619,126
7000620,126
7000621,126
387200000,64
387200001,64
387200002,64
387200003,64
387200004,64
387200005,64
