id,nombre,texto,accion,campoVisualizacion,usarEtiquetasIni,idPadre,esConfiguracion,icono,orden,campoPermiso,tipoAcceso
551,Balances,Balances,,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,548,0,,300,ListBalanceSitPer,
552,Balance de Situación,Balance de Situación,AbrirTipoFichero|1141,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,551,0,,304,ListBalanceSitPer,
553,Balance Sumas y Saldos,Balance Sumas y Saldos,AbrirTipoFichero|1142,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,551,0,,305,ListBalanceSumPer,
554,Resumen Sumas y Saldos Anual,Resumen Sumas y Saldos Anual,AbrirTipoFichero|1143,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,551,0,,306,ListBalanceSumPer,
555,Pérdidas y Ganancias,Pérdidas y Ganancias,AbrirTipoFichero|1144,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,551,0,,307,ListPerdGanPer,
556,Estado de Cambios En el Patrimonio Neto,Estado de Cambios En el Patrimonio Neto,AbrirTipoFichero|1145,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,551,0,,308,ListPerdGanPer,
557,Libros/ Modelos AEAT,Libros/ Modelos AEAT,,,0,548,0,,301,,
558,Modelos,Modelos,,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,557,0,,309,,
559,Modelo 111,Modelo 111,AbrirTipoFichero|1153,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,558,0,,311,IrpfNominaPer[AND]IrpfProfesPer,
560,Modelo 115,Modelo 115,AbrirTipoFichero|1152,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,558,0,,312,IrpfAlquilerPer,
561,Modelo 130,Modelo 130,AbrirTipoFichero|1154,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,558,0,,313,LibroIngresoPer[AND]LibroGastoPer,
562,Modelo 180,Modelo 180,AbrirTipoFichero|1155,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,558,0,,314,IrpfAlquilerPer,
563,Modelo 303,Modelo 303,AbrirTipoFichero|1149,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,558,0,,315,LibroIvaPer,
564,Modelo 347,Modelo 347,AbrirTipoFichero|1156,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,558,0,,316,Mod347Per,
565,Modelo 349,Modelo 349,AbrirTipoFichero|1181,,0,85,0,,80,permisoAccion:VerModelosAEATConta,
566,Modelo 696,Modelo 696,AbrirTipoFichero|1123,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,558,0,,317,LibroIngresoPer,
567,Libros,Libros,,bVerContabilidad[AND]True[AND]!bvermenulibregistro,0,557,0,,310,,
568,Libro de Ingresos,Libro de Ingresos,AbrirTipoFichero|1091,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,567,0,,318,LibroIngresoPer,
569,Libro Provisiones/Suplidos,Libro Provisiones/Suplidos,AbrirTipoFichero|1088,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,567,0,,319,LibProvisPer,
570,Cuentas,Cuentas,,bVerContabilidad[AND]True,0,548,0,,302,,
571,Cuentas,Cuentas,AbrirTipoFichero|1122,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,570,0,,320,CuentaPer,
572,Estructura PGC,Estructura PGC,AbrirTipoFichero|1147,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,570,0,,321,CuentaPer[AND]LibroDiario,
573,Config. Cuentas,Config. Cuentas,AbrirTipoFichero|1134,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,570,0,,322,ConfigCuenPer,
574,Utilidades,Utilidades,,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,548,0,,303,,
575,Herramientas de Chequeo,Herramientas de Chequeo,,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,574,0,,323,,
577,Chequeo Asientos con Descuadres inferiores a 1 euro,Chequeo Asientos con Descuadres inferiores a 1 euro,AbrirTipoFichero|1158,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,575,0,,324,,
579,Chequeo Cuentas erróneas,Chequeo Cuentas erróneas,AbrirTipoFichero|1160,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,575,0,,325,,
581,Chequeo Contabilizado/Pendiente de Contabilizar,Chequeo Contabilizado/Pendiente de Contabilizar,AbrirTipoFichero|1162,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,575,0,,326,,
582,Cursos,Cursos,AbrirTipoFichero|991,,0,424,0,,10,,
583,Alumnos,EtiqAlumnosProp,AbrirTipoFichero|989,,1,424,0,,20,,
584,Seleccionar Logo Empresa,Seleccionar Logo Empresa,AbrirTipoFichero|1163,,0,655,0,,40,,
585,Chequeo Cuentas IVA/IRPF,Chequeo Cuentas IVA/IRPF,AbrirTipoFichero|1164,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,575,0,,327,,
586,Expedientes Predefinidos,ExpTituloPredef,AbrirTipoFichero|1165,bVerExpedientes,1,807,0,,20,,
587,Modelo 233,Modelo 233,AbrirTipoFichero|1129,bVerModelo233,0,443,0,,60,permisoAccion:VerModelosAEATFactu,
588,Nóminas,Nóminas,AbrirTipoFichero|1167,bVerFacturacion[AND]True[AND]bverfactrecibida[AND]bvernominas,0,73,0,,50,FactPerRecibida,
589,Libros,Libros,,DELPHI,0,544,0,,290,,
591,Libro Bs Inversión Factu,Libro Bs. Inversión,AbrirTipoFichero|1169,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverbienes,0,444,0,,70,permisoAccion:VerLibrosFacturacion,
593,CuentasFac,Cuentas,,False,0,351,0,,10,,
594,TiposIvaAuton,Tipos de IVA/IGIC,AbrirTipoFichero|1172,bverContAut,0,825,0,,60,,
595,TiposIrpfAuton,Tipos de IRPF,AbrirTipoFichero|1173,bverContAut,0,825,0,,70,,
596,OpeContrasena,Cambiar tu contraseña,AbrirTipoFichero|1174,!esCloud,0,118,0,,30,,
597,TareasPredef,EtiqTareasProp,AbrirTipoFichero|1175,bVerTareasSubtareas,1,175,0,,140,,
598,SubTareasPredef,TareasPl,AbrirTipoFichero|1176,bVerTareasSubtareas[AND]bMostrarPlanificacionTareas,1,812,0,,20,,
599,Actualizar %IVA,Actualizar %IVA,AbrirTipoFichero|1179,bverContAut,0,1094,0,,30,,
600,Actualizar %IRPF,Actualizar %IRPF,AbrirTipoFichero|1180,bverContAut,0,1094,0,,40,,
601,Empresa Bonificada,Empresa Bonificada,AbrirTipoFichero|1116,bverBonificacion,0,406,0,,10,,
602,Empresa Organizadora,Empresa Organizadora,AbrirTipoFichero|1182,bverBonificacion,0,406,0,,20,,
603,Empresa Bonificada,Empresa Bonificada,AbrirTipoFichero|1117,bverBonificacion,0,407,0,,10,,
604,Empresa Organizadora,Empresa Organizadora,AbrirTipoFichero|1183,bverBonificacion,0,407,0,,20,,
605,Tarifas Predefinidas,Tarifas,AbrirTipoFichero|1184,bMostrarGestionTarifas,0,811,0,,40,,
606,Modelo 390,Modelo 390,AbrirTipoFichero|1130,,0,443,0,,100,permisoAccion:VerModelosAEATFactu,
607,Órdenes de Trabajo,Órdenes de Trabajo,AbrirModulo|28,bVerFacturacion[AND]True[AND]FactPerEmitida|1[AND]bverParteTrab,0,52,0,,60,FactPerEmitida,
608,Chequeo Cuentas Sin Facturar,Chequeo Cuentas Sin Facturar,AbrirTipoFichero|1186,False,0,86,0,,10,CuentaPer[AND]LibroDiario,
609,Chequeo Actuaciones con precio que no están en cobros y/o facturas,Chequeo Actuaciones con precio que no están en cobros y/o facturas,AbrirTipoFichero|1187,False,0,86,0,,20,CuentaPer[AND]LibroDiario,
610,Chequeo Cobros sin facturar,Chequeo Cobros sin facturar,AbrirTipoFichero|1188,False,0,86,0,,30,CuentaPer[AND]LibroDiario,
611,Chequeo Remesas sin cobrar y/o sin enviar a diario,Chequeo Remesas sin cobrar y/o sin enviar a diario,AbrirTipoFichero|1189,False,0,86,0,,40,CuentaPer[AND]LibroDiario,
612,Chequeo Pagos sin facturar,Chequeo Pagos sin facturar,AbrirTipoFichero|1190,False,0,86,0,,50,CuentaPer[AND]LibroDiario,
613,Libro de Ingresos,Libro de Ingresos,AbrirTipoFichero|1191,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,428,0,,60,permisoAccion:VerLibrosConta,
614,Libro de Gastos,Libro de Gastos,AbrirTipoFichero|1192,bVerContabilidad[AND]True[AND]!bvermenulibregistro,0,444,0,,40,permisoAccion:VerLibrosFacturacion,
615,Chequeo Facturas con Conceptos sin IVA,Chequeo Facturas con Conceptos sin IVA,AbrirTipoFichero|1195,False,0,86,0,,60,CuentaPer[AND]LibroDiario,
616,Modelo 390,Modelo 390,AbrirTipoFichero|1196,,0,85,0,,90,permisoAccion:VerModelosAEATConta,
617,ConfBasesDatos,Configuraciones,,,0,1,0,,180,,1
619,ConfGeneralesBD,Generales,"AbrirEjecutable|ConfigGenerales.exe,BasesDatos",,0,617,0,,10,,1
620,ConfGeneralesNumAuto,Contadores,AbrirTipoFichero|1258,,0,617,0,,20,,1
621,ConfAgenda,Configuraciones,,,0,39,0,,40,,1
623,ConfGeneralesAgenda,Generales,"AbrirEjecutable|ConfigGenerales.exe,agenda",,0,621,0,,10,,1
624,MenuCorreo,Correo,,bMostrarCorreo[OR]esFreemium,0,0,0,correo_16x16,60,,
625,ConfCorreo,Configuraciones,,,0,624,0,,20,,1
627,ConfGeneralesCorreo,Generales,AbrirTipoFichero|1260,,0,625,0,,10,,1
628,PlantillasCorreo,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,625,0,,20,,1
629,ConfAdjuntos,Configuraciones,,,0,47,0,,50,,1
630,ConfGeneralesAdjuntos,Generales,"AbrirEjecutable|ConfigGenerales.exe,Documentacion",,0,629,0,,10,,1
631,ConfFacturacion,Configuraciones,,,0,351,0,,70,,1
633,ConfGeneralesFactuGen,Generales,AbrirTipoFichero|1259,,0,631,0,,10,,1
634,ConfGeneralesFactCont,Contadores,AbrirTipoFichero|1258,!esFreemium,0,631,0,,20,,1
635,PlantillasWordFactu,Plantillas de Word,AbrirTipoFichero|1198,bMostrarPlantillasWord,0,631,0,,50,,1
636,PlantillasCorreoFactu,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",!esFreemium,0,631,0,,60,,1
637,ConfTesoreria,Configuraciones,,,0,352,0,,90,,1
639,ConfGeneralesTesoGen,Generales,"AbrirEjecutable|ConfigGenerales.exe,Cobros",,0,637,0,,10,,1
640,ConfGeneralesTesoCont,Contadores,AbrirTipoFichero|1258,,0,637,0,,20,,1
641,PlantillasWordTeso,Plantillas de Word,AbrirTipoFichero|1199,bMostrarPlantillasWord,0,637,0,,30,,1
642,PlantillasCorreoTeso,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,637,0,,40,,1
643,ConfContabilidad,Configuraciones,,,0,79,0,,90,,1
645,ConfGeneralesConta,Generales,"AbrirEjecutable|ConfigGenerales.exe,TipoContabilidad",!esFreemiumFactu,0,643,0,,10,,1
646,ConfGeneralesContaCont,Contadores,AbrirTipoFichero|1258,!esFreemiumFactu,0,643,0,,30,,1
648,ConfTimeReport,Configuraciones,,,0,353,0,,40,,1
650,ConfGeneralesTR,Generales,"AbrirEjecutable|ConfigGenerales.exe,TR",,0,648,0,,10,,1
651,ConfControlHorario,Configuraciones,,DELPHI,0,191,0,,40,,1
654,PlantillasCorreoControlHorario,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,651,0,,20,,1
655,ConfPlantillas,Configuraciones,,,0,176,0,,90,,1
657,ConfGeneralesPlantillas,Generales,"AbrirEjecutable|ConfigGenerales.exe,Plantillas",,0,655,0,,10,,1
658,MenuPlanificacion,Planificación,,HijosVisibles-659,0,0,0,tareas_16x16,79,,
659,ConfTareas,Configuraciones,,,0,658,0,,50,,1
661,ConfGeneralesTareasGen,Generales,AbrirTipoFichero|1261,,0,659,0,,10,,1
662,ConfGeneralesTareasCont,Contadores,AbrirTipoFichero|1258,,0,659,0,,20,,1
663,PlantillasWordTareas,Plantillas de Word,AbrirTipoFichero|1202,bMostrarPlantillasWord,0,659,0,,30,,1
664,PlantillasCorreoTareas,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,659,0,,40,,1
665,ConfCompras,Configuraciones,,DELPHI,0,705,0,,10,,1
667,PlantillasWordCompras,Plantillas de Word,AbrirTipoFichero|1194,,0,665,0,,10,,1
668,PlantillasCorreoCompras,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,665,0,,20,,1
671,ConfGeneralesOporGen,OportunidadesPl,AbrirTipoFichero|1262,bvercontroloportunidad,1,949,0,,1,,1
672,ConfGeneralesOporCont,Contadores,AbrirTipoFichero|1258,bvercontroloportunidad,0,949,0,,4,,1
673,PlantillasWord,Plantillas de Word,AbrirTipoFichero|1194,bvercontroloportunidad[OR]bVerComisiones,0,949,0,,5,,1
674,PlantillasCorreo,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",bvercontroloportunidad[OR]bVerModuloValoracionesServicio[OR]esFreemium,0,949,0,,6,,1
675,MenuMNSign,MN Sign,,VerMailAccept,0,1159,0,,10,,
676,ConfMNSign,Configuraciones,,DELPHI,0,675,0,,60,,1
678,ConfGeneralesMNSignGen,Generales,"AbrirEjecutable|ConfigGenerales.exe,FirmaElectronica",,0,676,0,,10,,1
679,PlantillasWordMNSign,Plantillas de Word,AbrirTipoFichero|1194,DELPHI,0,676,0,,20,,1
680,PlantillasCorreoMNSign,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,676,0,,30,,1
681,ConfFirmaElec,Configuraciones,,DELPHI,0,110,0,,10,,1
683,PlantillasWordFirmaElec,Plantillas de Word,AbrirTipoFichero|1194,,0,681,0,,10,,1
684,PlantillasCorreoFirmaElec,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,681,0,,20,,1
685,MenuEmailer,Emailer,,DELPHI,0,1178,0,emailer_16x16,40,bVerEmailer,
686,ConfEmailer,Configuraciones,,,0,685,0,,405,,1
688,MenuConfEmailer,Generales,AbrirTipoFichero|1197,,0,686,0,,1,,1
689,PlantillasCorreoEmailer,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,686,0,,4,,1
690,MenuRPA,Automatizaciones,,bverrecordatorios|1[OR]bVerModuloValoracionesServicio[OR]esFreemium[OR]MostrarRpaAtajosEnvioCorreo[OR]MostrarRpaCapturarAdjuntos,0,872,0,clock_16x16,60,,
691,ConfRPA,Configuraciones,,DELPHI,0,690,0,,120,,1
693,ConfRPAAdjuntos,RPA Adjuntos,,,0,691,0,,2,,1
694,ConfGeneralesRPAGen,Generales,"AbrirEjecutable|ConfigGenerales.exe,FirmaElectronica",DELPHI,0,691,0,,4,,1
695,PlantillasWordRPA,Plantillas de Word,AbrirTipoFichero|1194,,0,691,0,,5,,1
696,PlantillasCorreoRPA,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,691,0,,6,,1
700,Configuraciones,Configuraciones,,esCloud,0,858,0,,5,,1
702,ConfGeneralesFormsWeb,Formularios Web,"AbrirEjecutable|ConfigGenerales.exe,FormulariosClientes",,0,700,0,,417,,1
704,MenuTareas,Tareas,,DELPHI,0,658,0,,10,,
705,MenuCompras,Compras,,DELPHI,0,658,0,,40,,
707,Configurar Web Reserva de Agenda,Configurar Web Reserva de Agenda,AbrirTipoFichero|1228,bMostrarCitaOnlineCitas,0,167,0,,1,,1
709,MenuAccesoWebCli,Acceso Clientes,,DELPHI,0,165,0,,123,,
710,MenuAccesoWebProf,Acceso Profesores,,DELPHI,0,165,0,,2,,
715,AbrirServiciosMN,Servicio,AbrirEjecutable|ServiciosMNprogram.exe,bVerModuloValoracionesServicio[OR]esFreemium,0,949,0,,10,,1
716,MenuWhatsapp,WhatsApp,,False,0,0,0,whatsapp_16x16,208,,
717,ConfWhatsapp,Configuraciones,,,0,716,0,,437,,1
719,ConfGeneralesWhatsapp,Generales,"AbrirEjecutable|ConfigGenerales.exe,Whatsapp",,0,717,0,,1,permisoAccion:VerModuloWhatsApp,1
720,PlantillasWhatsapp,Plantillas de WhatsApp,AbrirTipoFichero|1028,,0,717,0,,2,permisoAccion:VerModuloWhatsApp,1
721,MenuMasModulos,Más Módulos,,,0,0,0,importación_16x16,250,,
722,ConfOdonto,Configuraciones,,,0,147,0,,30,,1
724,ConfGeneralesOdonto,Generales,"AbrirEjecutable|ConfigGenerales.exe,Odontograma",,0,722,0,,10,,1
725,ConfLexnet,Configuraciones,,,0,432,0,,60,,1
727,ConfGeneralesLexnet,Generales,"AbrirEjecutable|ConfigGenerales.exe,Lexnet",,0,725,0,,10,,1
728,MenuBonos,Bonos,,VerSistemaBonos,0,0,0,bonos_16x16,130,,
729,ConfBonos,Configuraciones,,,0,728,0,,20,,1
731,ConfGeneralesBonos,Generales,"AbrirEjecutable|ConfigGenerales.exe,BasesDatos",,0,729,0,,10,,1
732,MenuRecetas,Recetas Médicas,,bverReceta,0,0,0,recetas_16x16,120,,
733,ConfRecetas,Configuraciones,,bMostrarPlantillasWord,0,732,0,,30,,1
734,PlantillasWordRecetas,Plantillas de Word,AbrirTipoFichero|1200,,0,733,0,,10,,1
735,ConfCalificaciones,Configuraciones,,,0,424,0,,30,,1
737,ConfGeneralesCalif,Generales,"AbrirEjecutable|ConfigGenerales.exe,Calificaciones",,0,735,0,,10,,1
738,ConfClases,Configuraciones,,,0,127,0,,60,,1
739,ConfGeneralesClases,Generales,"AbrirEjecutable|ConfigGenerales.exe,BasesDatos",,0,738,0,,10,,1
740,LibroIrpfTipoOperacion,Libro de IRPF por Tipo de Operación,AbrirTipoFichero|1201,,0,444,0,,60,permisoAccion:VerLibrosFacturacion,
741,PlantillasWordBD,Plantillas de Word,AbrirTipoFichero|1194,bMostrarPlantillasWord,0,617,0,,30,,1
742,PlantillasCorreoBD,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,617,0,,40,,1
743,PlantillasWhatsAppBD,Plantillas de WhatsApp,AbrirTipoFichero|1028,bVerWhatsapp,0,617,0,,50,permisoAccion:VerModuloWhatsApp,1
744,PlantillasWordAge,Plantillas de Word,AbrirTipoFichero|1194,bMostrarPlantillasWord,0,621,0,,20,,1
745,PlantillasCorreoAge,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,621,0,,30,,1
746,PlantillasWhatsAppAge,Plantillas de WhatsApp,AbrirTipoFichero|1028,bVerWhatsapp,0,621,0,,40,permisoAccion:VerModuloWhatsApp,1
748,PlantillasWhatsFact,Plantillas de WhatsApp,AbrirTipoFichero|1028,bVerWhatsapp,0,631,0,,70,permisoAccion:VerModuloWhatsApp,1
750,PlantillasWhatsTeso,Plantillas de WhatsApp,AbrirTipoFichero|1028,bVerWhatsapp,0,637,0,,50,permisoAccion:VerModuloWhatsApp,1
755,PlantillasWhatsPlanif,Plantillas de WhatsApp,AbrirTipoFichero|1028,bVerWhatsapp,0,659,0,,50,permisoAccion:VerModuloWhatsApp,1
760,PlantillasWhatsMNSign,Plantillas de WhatsApp,AbrirTipoFichero|1028,bVerWhatsapp[AND]FORZARVISUALIZACIONPREMIUM,0,676,0,,40,permisoAccion:VerModuloWhatsApp,1
762,PlantillasWhatsRPA,Plantillas de WhatsApp,AbrirTipoFichero|1028,bVerWhatsapp[AND]FORZARVISUALIZACIONPREMIUM,0,691,0,,7,permisoAccion:VerModuloWhatsApp,1
763,ConfValoraciones,Valoraciones,"AbrirEjecutable|ConfigGenerales.exe,Valoraciones",bVerModuloValoracionesServicio[OR]esFreemium,0,949,0,,2,,1
764,PlantillasWhatsOpor,Plantillas de WhatsApp,AbrirTipoFichero|1028,bVerWhatsapp[AND]FORZARVISUALIZACIONPREMIUM,0,949,0,,7,permisoAccion:VerModuloWhatsApp,1
765,ConfGenComisiones,Comisiones,"AbrirEjecutable|ConfigGenerales.exe,Comisiones",bVerComisiones,0,949,0,,3,,1
772,ConfSeguridad,Configuraciones,,esCloud,0,118,0,,110,,1
774,ConfGeneralesSegur,Generales,"AbrirEjecutable|ConfigGenerales.exe,Seguridad",,0,772,0,,10,,1
775,LibroIVAOperacionConta,Libro de IVA por Tipo de Operación,AbrirTipoFichero|1203,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,428,0,,50,permisoAccion:VerLibrosConta,
790,LibroIRPFOperacionConta,Libro de IRPF por Tipo de Operación,AbrirTipoFichero|1204,bVerContabilidad[AND]True[AND]!bvermenulibregistro[AND]bverContPGC,0,428,0,,10,permisoAccion:VerLibrosConta,
791,Sign Avanzado de Adjunto por Correo,Sign Avanzado de Adjunto por Correo,FirmaMN|8,VerMailAccept,0,508,0,,50,,
792,Sign Avanzado de Adjunto por Whatsapp,Sign Avanzado de Adjunto por Whatsapp,FirmaMN|9,VerMailAccept[AND]bVerWhatsapp,0,508,0,,60,permisoAccion:VerModuloWhatsApp,
793,PlantillasCorreoLexnet,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,725,0,,20,,1
794,PlantillasWordBonos,Plantillas de Word,AbrirTipoFichero|1194,bMostrarPlantillasWord,0,729,0,,20,,1
795,PlantillasWordCalif,Plantillas de Word,AbrirTipoFichero|1194,bMostrarPlantillasWord,0,735,0,,20,,1
798,TicketBai,TicketBai,,bVerTicketBAI,0,351,0,,40,,
799,Facturas TicketBai,Facturas TicketBai,AbrirTicketBai|,bVerTicketBAI,0,798,0,,10,,
800,ConfFacturacion,Configuraciones,,bVerTicketBAI,0,798,0,,20,,1
802,ConfGeneralesFactuGen,Generales,"AbrirEjecutable|ConfigGenerales.exe,Facturacion",,0,800,0,,10,,1
803,ConfGeneralesFactCont,Contadores,"AbrirEjecutable|ConfigGenerales.exe,numeracion",,0,800,0,,20,,1
804,PlantillasWordFactu,Plantillas de Word,AbrirTipoFichero|1198,,0,800,0,,30,,1
805,LiqIva303,Liquidación Mod. 303,AbrirTipoFichero|1205,,0,444,0,,80,permisoAccion:VerLibrosFacturacion,
806,Firmas,Firmas,AbrirTipoFichero|1206,,0,625,0,,30,,
807,Expedientes,EtiqExpedientesProp,,bVerExpedientes,1,175,0,,30,,
808,Historial y Agenda,Historial y Agenda,,bVerControlHistorial[OR]bVerNuevaAgenda,0,175,0,,40,,
809,Historia Clínica,Historia Clínica,,MostrarHistoriaClinica,0,175,0,,50,,
810,Odontograma,Odontograma,,bverodontograma[OR]bVerPlanTratamiento,0,175,0,,60,,
811,Facturación,Facturación,,bVerFacturacion[OR]bverfactrecibida,0,175,0,,70,,
812,Planificación ,Planificación ,,bVerAtencionCliente[OR]bVerModuloCompra[OR]bMostarArticulos,0,175,0,,80,,
813,Oportunidades,OportunidadesPl,,bvercontroloportunidad,1,175,0,,90,,
814,Pediatría,Pediatría,,bVerPediatria,0,175,0,,100,,
815,Bonos,Bonos,,VerSistemaBonos,0,175,0,,110,,
816,Vencimientos/Pólizas,Vencimientos/Pólizas,,bverficvencimientos,0,175,0,,120,,
817,Predefinidos,Predefinidos,,bvercentros[OR]bVerExpedientes,0,617,0,,70,,
818,Centros Predefinidos,CentrosPredefinidos,AbrirTipoFichero|1026,bvercentros,1,817,0,,10,,
819,Expedientes Predefinidos,ExpTituloPredef,AbrirTipoFichero|1165,bVerExpedientes,1,1183,0,,10,,
820,Tipos de Expedientes Predefinidos,TipExpTituloPredef,AbrirTipoFichero|1062,bVerExpedientes,1,1183,0,,20,,
821,Asuntos Predefinidos,Asuntos Predefinidos,AbrirTipoFichero|12,bvertipoasunto[AND]bVerExpedientes,0,817,0,,40,TipoAsuPer,
822,Procedimientos Predefinidos,Procedimientos Predefinidos,AbrirTipoFichero|13,bverprocedimiento[AND]bVerExpedientes,0,817,0,,50,ProcediPer,
823,Predefinidos,Predefinidos,,,0,621,0,,50,,
824,Actuaciones Predefinidas,Actuaciones,AbrirTipoFichero|1025,,0,823,0,,10,,
825,Predefinidos,Predefinidos,,,0,631,0,,100,,
826,Servicios Predefinidos,EtiqHonorariosPred,AbrirTipoFichero|1046,bverhonopredef,1,825,0,,10,DerPer,
827,Gastos Predefinidos,Gastos,AbrirTipoFichero|1120,,0,825,0,,20,FactPerRecibida,
828,Suplidos Predefinidos,Suplidos,AbrirTipoFichero|1099,bverprovsup,0,825,0,,30,SupliPer,
829,Predefinidos,Predefinidos,,,0,637,0,,70,,
830,Servicios Predefinidos,EtiqHonorariosPred,AbrirTipoFichero|1046,bverhonopredef,1,829,0,,10,DerPer,
831,Predefinidos,Predefinidos,,,0,648,0,,30,,
832,Actuaciones Predefinidas,Actuaciones,AbrirTipoFichero|1025,,0,831,0,,10,,
833,Predefinidos,Predefinidos,,,0,659,0,,80,,
834,Tareas Predefinidas,EtiqTareasProp,AbrirTipoFichero|1175,bMostrarPlanificacionTareas[AND]bVerTareasSubtareas,1,833,0,,10,,
835,Subtareas Predefinidas,TareasPl,AbrirTipoFichero|1176,bMostrarPlanificacionTareas[AND]bVerAtencionCliente,1,833,0,,20,,
836,Pedidos Predefinidos,Compras,AbrirTipoFichero|1112,bVerModuloCompra,1,833,0,,30,,
837,Predefinidos,Predefinidos,,,0,949,0,,9,,
838,Oportunidades Predefinidas,OporPredef,AbrirTipoFichero|1024,bvercontroloportunidad,1,837,0,,0,,
839,Predefinidos,Predefinidos,,,0,722,0,,30,,
840,Tratamientos Predefinidos,Tratamientos,AbrirTipoFichero|1084,,0,839,0,,10,,
841,Vencimientos/Pólizas,Vencimientos/Pólizas,,bverficvencimientos,0,0,0,vencimientos_16x16,242,,
842,ConfigVencimientos,Configuraciones,,,0,841,0,,20,,1
843,Predefinidos,Predefinidos,,,0,842,0,,10,,
844,Vencimientos Predefinidos,Vencimientos Predefinidos,AbrirDelphi|101,,0,843,0,,10,,
845,Predefinidos,Predefinidos,,,0,729,0,,30,,
846,Bonos Predefinidos,Bonos,"AbrirEjecutable|OtrosModulos.exe,BonosPredefinidos",,0,845,0,,10,,
850,EnvioRPA,Enviar RPA,,DELPHI,0,690,0,,60,,
851,EnviarCorreoRPA,Enviar Correo con RPA,AbrirTipoFichero|1207,DELPHI,0,690,0,,80,,
852,EnviarWhatsappRPA,Enviar WhatsApp con RPA,AbrirTipoFichero|1208,DELPHI,0,690,0,,90,permisoAccion:VerModuloWhatsApp,
853,ImprimirRPA,Imprimir Plantilla con RPA,AbrirTipoFichero|1209,DELPHI,0,690,0,,100,,
854,Stock,Stock,,bMostarArticulos,0,721,0,,10,,
855,Artículos,Artículos,AbrirModulo|54,bMostarArticulos,0,854,0,,10,,
856,Movimientos de Stock,Movimientos de Stock,AbrirModulo|12,bMostarArticulos[AND]bMostarStock[AND]bVerFacturacion,0,854,0,,20,,
857,Entradas/Salidas de Almacén,Entradas/Salidas de Almacén,AbrirDelphi|155,DELPHI,0,854,0,,30,,
858,Oficina Virtual,Oficina Virtual,,DELPHI,0,872,0,accesocloud_16x16,141,,
859,Acceso Trabajadores,MN program Web,Navegador|http://www.mnprogramweb.net,,0,872,0,accesocloud_16x16,70,,
